Year,State_Name,Crime_Prop,Crime_Viol,Burglary,Larceny,Motor,Assault,Murder,Rape,Robbery,Crime_Tot
2011,New Jersey,3996.2514407813587,573.005486765033,910.7676078648127,2718.6533159877863,366.83051692875966,286.639659739682,8.004340880443793,21.19043927822752,257.17104686667966,4569.256927546392
2011,New Mexico,1549.2401774098962,250.74651010737614,451.170992942699,984.3232877451013,113.74589672209602,193.15738387807787,3.3281206818687354,18.030831035947074,36.23017451148244,1799.9866875172727
2011,New York,7832.394999898892,1631.6848884784674,1373.9451121281772,6052.987894066339,405.46199370437523,959.2149342464461,16.198258255424417,57.947215163423365,598.3244808131736,9464.079888377359
2011,North Carolina,7115.564145945254,703.9817804350317,2222.97397493883,4538.313830826991,354.27634017943205,453.21420627270703,10.489899364371079,41.26448364418261,199.013191153771,7819.545926380285
2011,North Dakota,280.868108683783,35.787829357563176,51.775447063502234,208.34456749597254,20.748094124308256,27.76242442217085,0.5055373187648712,5.6030386163106565,1.9168290003168036,316.65593804134625
2011,Ohio,8016.389519874358,741.8338871775514,2378.152867744697,5197.429174221641,440.80747790801917,316.97189886557425,10.53202747426815,77.49465815566505,336.83530268204396,8758.223407051908
2011,Oklahoma,2688.1525644223057,364.63985521411195,768.0375715335306,1686.4724953996106,233.64249748916467,261.21534541679864,4.465579649089696,29.700317477436187,69.25861267078736,3052.7924196364174
2011,Oregon,2567.0553125231704,203.12068186873555,436.11019365449556,1939.1358345073033,191.80928436137154,128.1326462519463,1.7693806156770493,26.098364081236475,47.12029091987571,2770.175994391906
2011,Pennsylvania,5970.437862723026,972.9276340179432,1220.999009146855,4394.046118484467,355.3927350917045,548.6343751895764,13.459931112114697,70.3328794731627,340.5004482430893,6943.365496740969
2011,Rhode Island,589.2880012402516,54.47164609691487,143.99387962819415,395.2669911092837,50.027130502773716,31.659274587650064,0.421281098970726,6.719433528583081,15.671656881711009,643.7596473371664
2011,South Carolina,3859.8406209346376,587.5607487344715,997.4040658681423,2575.1860377333055,287.2505173331895,447.92712848062445,6.740497583531616,35.34548420364391,97.54763846667161,4447.401369669109
2011,South Dakota,322.2589766576569,44.33983566666891,61.65448883436576,240.61469967713018,19.98978814616095,29.805637752178868,0.421281098970726,10.59521963911376,3.5176971764055622,366.59881232432576
2011,Tennessee,4863.690287617032,819.2864172233194,1323.4545724165357,3242.3478501182954,297.8878650822004,596.9131891316217,8.004340880443793,44.12919511718355,170.2396920940704,5682.976704840351
2011,Texas,18806.198898602695,2206.1227309800006,4544.675175421449,12915.02507465101,1346.4986485302345,1421.7815809163033,23.80238209184602,157.68551534474275,602.853252627109,21012.321629582693
2011,Utah,1771.1499962927264,116.84231279953086,277.4136036722231,1363.4130846539092,130.3233079665941,74.08228125400217,1.053202747426815,18.97871350863121,22.72811528947067,1887.992309092257
2011,Vermont,317.7723329536187,19.484250827396078,80.84384289248233,225.80666904830912,11.121821012827168,14.091852760570784,0.23170460443389929,3.0753520224863,2.085341439905094,337.25658378101474
2011,Virginia,3852.657778197187,337.31977594586033,645.7396685023289,3001.122292847658,205.79581684719966,183.1308937225746,6.4034727043550355,33.51291142312125,114.27249809580944,4189.977554143047
2011,Washington,5144.031794927101,424.48283532290355,1191.4040119441618,3429.8179391602685,522.8098438226709,253.65334969027413,3.4334409566114172,48.868607480604226,118.52743719541377,5568.514630250005
2011,West Virginia,821.6877194874526,115.78911005210404,215.80124294775442,561.4834487081837,44.40302783151452,89.22733676199977,1.8325727805226584,7.835828440855504,16.893372068726112,937.4768295395565
2011,Wisconsin,2947.114055959611,300.54193600571597,572.2471807868857,2200.6039485834845,174.26292658924083,175.67421827079275,2.9068395828980096,25.0662253887582,96.89465276326698,3247.6559919653273
2011,Wyoming,271.2628996272505,26.224748410927692,39.26339842407166,221.0251285749914,10.974372628187412,21.274695498021664,0.3791529890736534,3.0753520224863,1.4955479013460773,297.4876480381782
